annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numéro_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million;
20222080;VENDREDI;07/10/2022;4;07/12/2022;50;27;45;26;42;12;1;-26-27-42-45-50-;-1-12-;0;0;0;0;1;758017,1;2;7;25308,7;6;28;1970,7;90;610;166,6;250;1304;82,4;273;1399;53,9;4383;21194;17,8;5168;26962;15,6;13484;69411;11,2;24278;114346;8,3;84391;419972;7,1;236602;1151977;4,1;0;0;1;2724,8;50;30,2;117;12,9;2151;1,7;2423;4,1;11588;4,1;19193;11,5;38774;3,2;391282;2,8;TA 666 0275;;
20222079;MARDI   ;04/10/2022;3;04/12/2022;3;28;18;43;42;12;3;-3-18-28-42-43-;-3-12-;0;0;0;2;6;92436,5;0;8;16202,9;9;34;1187,4;125;563;132,1;233;1135;69,2;302;1400;39,4;3377;16195;17;5726;26024;11,8;13371;61054;9,3;17797;83444;8,3;82679;379440;5,7;193625;888552;3,9;0;0;6;340,1;58;19,5;133;8,5;1734;1,6;2723;2,7;8951;3,9;14103;11,7;38505;2,4;315887;2,6;JR 131 2171;;
20222078;VENDREDI;30/09/2022;2;30/11/2022;2;16;11;1;26;3;12;-1-2-11-16-26-;-3-12-;0;0;0;1;4;179820;2;8;21013,4;6;35;1496;233;939;102,7;310;1410;72,3;638;2396;29,9;4368;20078;17,8;8828;37307;10,7;24405;98004;7,5;21951;104135;8,6;115013;506261;5,6;300179;1280166;3,5;1;1484,1;2;593,6;107;13,8;146;10,1;2219;1,6;3974;2,5;11079;4,2;17937;12;52201;2,3;413259;2,6;FY 915 3671;;
20222077;MARDI   ;27/09/2022;1;27/11/2022;34;4;44;20;21;3;1;-4-20-21-34-44-;-1-3-;0;0;0;0;4;128443,8;0;3;40025,9;7;28;1335,7;84;493;139,7;222;1039;70,1;241;1145;44,6;3421;16185;15,8;4884;23499;12,1;11297;54838;9,6;19598;90109;7,1;77980;357150;5,6;172650;796179;4,1;0;0;4;484,2;32;33,6;90;11,9;1547;1,7;2230;3,2;8701;3,8;14686;10,6;35277;2,5;321680;2,4;TC 019 1387;;
20222076;VENDREDI;23/09/2022;6;23/11/2022;22;35;48;15;14;8;3;-14-15-22-35-48-;-3-8-;0;1;193007524;1;8;144591,6;3;7;38621;13;78;1079,5;244;1223;126,8;661;3125;52,4;554;2570;44,8;10000;46012;12,5;12385;55468;11,5;25709;116597;10,2;56271;251145;5,7;189508;826670;5,5;394915;1738164;4,2;1;2387,9;6;318,3;94;25,4;256;9,3;4141;1,4;5210;3;23228;3,2;39423;8,8;79836;2,4;740685;2,3;HI 522 2752;;
20222075;MARDI   ;20/09/2022;5;20/11/2022;21;11;32;48;23;12;3;-11-21-23-32-48-;-3-12-;0;0;0;1;7;122581,8;1;11;18231,4;6;41;1523,5;212;999;115,1;341;1771;68,6;509;2396;35,6;5360;25261;16,9;9411;43062;11;22454;103568;8,5;28485;130620;8,2;133488;605372;5,5;326197;1453014;3,7;1;1752,6;0;0;81;38,9;149;11,7;2430;1,8;4051;2,8;12824;4,3;21550;11,8;57271;2,5;491152;2,5;PM 917 4088;;
20222074;VENDREDI;16/09/2022;4;16/11/2022;49;10;45;36;27;3;4;-10-27-36-45-49-;-3-4-;0;0;0;2;6;178373,6;1;7;35733,3;7;38;2050,2;268;1121;128;418;2009;75,5;528;2347;45,4;6819;31691;16,8;11027;50031;11,8;22535;105337;10,5;38441;177657;7,5;164491;733690;5,7;343268;1541747;4,4;0;0;1;3893,3;112;19,3;179;12;2861;1,8;4741;3;16230;4,1;27916;11,3;70077;2,5;691163;2,2;FD 829 8683;;
20222073;MARDI   ;13/09/2022;3;13/11/2022;40;9;12;15;47;1;11;-9-12-15-40-47-;-1-11-;0;0;0;0;2;415209,7;3;9;21564,7;8;31;1950;165;725;153,5;339;1694;69,4;446;1813;45,6;5056;23218;17,8;7948;35047;13,1;21640;91240;9,4;27767;126596;8,2;122338;529536;6,1;327175;1375378;3,8;0;0;5;624,5;79;21,9;166;10,4;2251;1,9;3421;3,3;12558;4,3;20933;12,1;52937;2,7;456929;2,7;DP 921 0829;;
20222072;VENDREDI;09/09/2022;Super Jackpot et tirages suivants;09/11/2022;26;17;23;24;27;4;9;-17-23-24-26-27-;-4-9-;0;0;0;1;7;164877,8;3;11;24522;22;71;1183,3;429;1547;100;993;3846;42,5;895;3427;33,5;14226;57158;10;17757;65480;9,7;41440;147134;8,1;71175;282824;5,1;242834;935906;4,8;538702;2053887;3,5;1;2722,7;7;311,1;190;14,3;419;6,4;5999;1,1;7428;2,4;29700;2,8;42757;9,2;102171;2,1;755850;2,6;VD 907 1255;;
20222071;MARDI   ;06/09/2022;1;06/11/2022;10;44;7;29;22;4;5;-7-10-22-29-44-;-4-5-;0;0;0;2;8;66901,2;3;8;15635,9;12;38;1025,3;218;916;78,3;348;1529;49,6;523;1868;28,5;4544;20167;13,2;9333;36811;8;18862;73191;7,5;21584;98756;6,7;107981;465267;4,5;223984;933795;3,6;1;1143,3;6;152,4;97;11,7;140;8,1;1955;1,4;4044;1,8;9576;3,7;14619;11,4;47377;1,9;326483;2,5;KB 963 1015;;
20222070;VENDREDI;02/09/2022;10;02/11/2022;7;45;12;20;13;3;12;-7-12-13-20-45-;-3-12-;0;1;128491607;1;5;193666,8;3;17;13312,6;7;40;1762,2;304;1227;105,8;477;2083;65,9;743;2875;33,5;6500;29649;16,2;13445;55173;9,7;32141;129049;7,7;31864;150508;8;174639;747913;5,1;422795;1778737;3,4;0;0;4;859,4;126;15,1;206;9,2;3027;1,5;5854;2,1;14842;4;21388;13;75521;2;500293;2,7;VE 788 1169;;
20222069;MARDI   ;30/08/2022;9;30/10/2022;6;10;4;15;19;1;4;-4-6-10-15-19-;-1-4-;0;0;0;3;6;117055,2;6;18;9119,2;16;44;1161,9;454;1507;62,4;572;2278;43,7;791;2787;25,1;6897;28293;12,3;12737;48513;8;26260;102550;7;29526;128023;6,8;139154;574500;4,8;304085;1287400;3,4;1;1419,2;6;189,2;187;7,5;235;6;2845;1,2;5221;1,8;12184;3,6;17220;12;58315;2;372834;2,7;RJ 754 0942;;
20222068;VENDREDI;26/08/2022;8;26/10/2022;22;23;44;25;38;12;11;-22-23-25-38-44-;-11-12-;0;0;0;1;6;143631,3;2;9;22379,3;4;36;1742,6;159;761;151,8;335;1559;78,3;499;2228;38,5;4351;22218;19,3;7443;36246;13,2;22154;103764;8,5;23317;117951;9,1;110873;526132;6,4;331956;1503262;3,6;1;1715,6;2;686,2;61;28,1;168;10,2;2033;2,1;3387;3,3;10888;4,9;17817;14;50085;2,8;425167;2,9;DV 256 7501;;
20222067;MARDI   ;23/08/2022;7;23/10/2022;48;39;26;19;31;2;3;-19-26-31-39-48-;-2-3-;0;0;0;0;0;0;1;5;152669,5;5;22;2047,3;154;688;120,5;244;1150;76,2;277;1299;47,4;3757;18375;16,7;6076;29118;11,8;12288;59930;10,6;22505;106314;7,2;97400;444562;5,4;190057;893378;4,4;0;0;3;749,9;71;17,6;121;10,3;1691;1,8;2646;3,1;9790;4;18325;9,9;42237;2,4;412131;2,2;OY 818 0342;;
20222066;VENDREDI;19/08/2022;6;19/10/2022;9;2;19;38;13;2;6;-2-9-13-19-38-;-2-6-;0;0;0;3;8;95084;4;11;16161,9;8;58;954,7;267;1092;93,4;756;2913;37;456;2104;36;9262;38526;9,8;11992;48895;8,6;22555;97525;8;41005;176398;5,4;147978;638876;4,6;292426;1328725;3,6;1;1471,3;4;294,2;121;12,1;346;4,2;3762;0,9;5084;1,9;16992;2,7;23194;9,2;63696;1,9;419753;2,5;GZ 976 4317;;
20222065;MARDI   ;16/08/2022;5;16/10/2022;10;25;14;39;32;7;8;-10-14-25-32-39-;-7-8-;0;0;0;0;1;553832,8;2;8;16179,9;8;32;1259,9;148;688;107,9;252;1283;61,1;266;1353;40,7;3895;18294;15;6177;29745;10,3;11441;56424;10,1;21509;98087;7;93080;432022;5;169809;825623;4,2;0;0;4;497,8;75;14,7;91;12,1;1678;1,6;2675;2,7;9331;3,7;15774;10,2;40970;2,2;371034;2,1;UR 407 6925;;
20222064;VENDREDI;12/08/2022;4;12/10/2022;14;42;35;17;34;10;6;-14-17-34-35-42-;-6-10-;0;0;0;0;1;734594,7;1;5;34337,3;7;33;1620,4;160;779;126,4;362;1605;64,8;389;1913;38,2;4680;22802;16;7212;33419;12,2;16405;80193;9,4;24465;119960;7,6;100327;471237;6,1;236980;1146192;4;0;0;3;881,6;63;23,3;159;9,2;2226;1,6;3285;2,9;11247;4,1;19938;10,7;45215;2,6;429659;2,4;OT 421 0975;;
20222063;MARDI   ;09/08/2022;3;09/10/2022;47;18;21;19;27;11;5;-18-19-21-27-47-;-5-11-;0;0;0;1;1;548278,9;2;5;25628,3;2;22;1814,2;130;553;132,9;273;1356;57,3;259;1267;43,1;3935;19501;14;6046;28461;10,7;14680;64345;8,8;19633;99093;6,9;91074;419668;5,1;216444;943205;3,6;0;0;0;0;64;50,1;121;9,4;1762;1,6;2742;2,7;9178;3,9;14234;11,7;40598;2,3;313831;2,6;BE 416 8336;;
20222062;VENDREDI;05/08/2022;2;05/10/2022;29;3;44;33;35;10;8;-3-29-33-35-44-;-8-10-;0;0;0;1;3;232396,3;0;5;32588,9;11;43;1180,3;117;594;157,3;297;1343;73,5;303;1444;48;4233;19596;17,7;6429;29962;12,9;16045;72826;9,9;23980;106863;8,1;95387;449494;6,1;231514;1086210;4;1;1445,2;6;192,7;65;22,2;149;9,6;2001;1,8;2908;3,3;11478;3,9;19560;10,7;43520;2,7;412875;2,5;QG 617 5022;;
20222061;MARDI   ;02/08/2022;1;02/10/2022;28;48;18;40;7;11;8;-7-18-28-40-48-;-8-11-;0;0;0;1;4;128508,6;0;3;40046,1;2;28;1336,4;152;624;110,4;255;1233;59,1;341;1374;37,2;3373;16037;15,9;5965;27347;10,4;13456;58837;9;17060;82240;7,8;79145;358935;5,6;191790;834701;3,9;1;1100,1;2;440;61;18;125;8,8;1649;1,6;2675;2,7;8343;4,1;13495;11,9;36869;2,4;304137;2,6;EZ 401 9100;;
20222060;VENDREDI;29/07/2022;3;28/09/2022;38;48;43;23;3;8;3;-3-23-38-43-48-;-3-8-;0;1;41717625;1;3;247760,3;2;9;19301,8;12;52;1040,5;208;886;112,4;507;2530;41,6;375;1674;44,2;6881;32761;11,3;8097;39072;10,5;15592;73325;10,4;38493;173838;5,3;117139;528289;5,5;231786;1053160;4,4;0;0;6;478,5;90;17,7;209;7,6;2885;1,3;3572;2,9;16275;3;26452;8,8;52311;2,5;495803;2,3;TZ 884 3683;;
20222059;MARDI   ;26/07/2022;2;25/09/2022;3;5;17;27;25;9;1;-3-5-17-25-27-;-1-9-;0;0;0;0;5;109395,7;6;16;7989,8;10;43;926;256;1018;72;519;2020;38,3;591;2530;21,5;5599;24340;11,1;8978;38350;7,9;21778;90657;6,2;25328;108805;6,2;106513;466657;4,6;255436;1093742;3,1;0;0;5;420,2;117;9,9;216;5,4;2344;1,2;3931;1,9;10721;3,4;16207;10,5;46731;2;308467;2,7;RB 934 8551;;
20222058;VENDREDI;22/07/2022;1;21/09/2022;32;29;50;18;16;11;4;-16-18-29-32-50-;-4-11-;0;0;0;0;0;0;1;9;112283,5;4;32;1863,4;151;779;141;300;1719;67,5;367;1847;44,1;4550;25769;15,8;6835;36344;12,5;16505;84710;10;24433;133912;7,6;101699;532663;6;249116;1262564;4,1;0;0;1;2838,8;73;21,6;131;12;2103;1,8;3176;3,3;11681;4,2;19568;11,7;46399;2,8;444071;2,5;CB 290 6960;;
20222057;MARDI   ;19/07/2022;11;18/09/2022;41;6;27;40;23;2;12;-6-23-27-40-41-;-2-12-;0;1;230000000;3;5;4413400,8;3;10;30174,5;12;67;1402,7;310;1276;135,6;621;2639;69,3;657;3133;41;8961;37647;17;13566;58277;12,3;32901;142338;9,3;47753;199892;8;204707;857757;5,9;494519;2091175;3,9;1;2744,4;4;548,8;146;18,7;275;9,9;3873;1,7;5759;3,1;20915;4,1;34974;11,4;87073;2,6;767335;2,6;CB 011 6703;;
20222056;VENDREDI;15/07/2022;10;14/09/2022;38;17;29;9;39;10;7;-9-17-29-38-39-;-7-10-;0;0;0;2;14;1884992,9;2;14;25775,5;33;107;1050,4;564;2251;91,9;1235;4163;52,5;1154;4949;31;14793;54892;14;21532;86203;9,9;45056;191410;8,3;75316;282715;6,8;284162;1140157;5,3;601679;2538124;3,8;1;3308,1;12;220,5;214;15,4;514;6,4;6210;1,3;8666;2,5;31752;3,2;51780;9,3;118061;2,3;997285;2,4;NY 259 7166;;
20222055;MARDI   ;12/07/2022;9;11/09/2022;50;18;25;24;14;11;6;-14-18-24-25-50-;-6-11-;0;0;0;1;5;4569745,7;1;10;31243,4;10;47;2070,5;304;1314;136,4;750;2889;65,5;777;2986;44,5;10974;43803;15,2;15090;60640;12,2;35557;143449;9,6;61480;237936;7;228853;914593;5,7;545419;2152649;3,9;1;2985,7;2;1194,2;129;23,1;316;9,4;4843;1,5;6386;3,1;26295;3,5;42729;10,2;96233;2,5;842975;2,5;NL 693 1158;;
20222054;VENDREDI;08/07/2022;8;07/09/2022;28;46;43;35;31;7;4;-28-31-35-43-46-;-4-7-;0;0;0;3;9;1453438;7;19;19952,4;17;90;1311,9;450;1566;138,8;1020;3945;58,2;869;3424;47,1;14817;59724;13,5;17023;69278;13;35252;149123;11,2;87472;345994;5,8;253101;1051572;6;516644;2217981;4,6;1;3461,5;9;307,6;175;19,7;424;8,1;5875;1,4;7174;3,2;34748;3,1;66415;7,6;105987;2,6;1148884;2,1;PK 211 8941;;
20222053;MARDI   ;05/07/2022;7;04/09/2022;7;25;48;45;10;3;6;-7-10-25-45-48-;-3-6-;0;0;0;3;8;147139,8;3;6;45852;9;61;1404,7;324;1318;119,7;762;3044;54,8;706;2911;40,2;11973;46292;12,6;14626;59701;10,9;32246;129049;9,4;64197;247828;5,9;212384;873761;5,3;453362;1869390;4;1;2426,9;7;277,3;134;18,1;294;8,2;4867;1,2;6107;2,6;26162;2,9;43257;8,1;87714;2,2;732859;2,4;BA 534 6535;;
20222052;VENDREDI;01/07/2022;6;31/08/2022;46;6;34;24;18;12;3;-6-18-24-34-46-;-3-12-;0;0;0;0;4;318058,6;7;18;16519;11;80;1157,6;330;1386;123;587;2460;73,3;821;3286;38,5;8856;36778;17,2;14184;59403;11,8;34138;140590;9,3;45319;192169;8,2;204550;841034;5,9;491713;1998110;4;0;0;5;976,7;130;20,8;253;10,7;3915;1,7;5996;3;19739;4,3;33622;11,7;85997;2,6;781053;2,5;FI 641 7829;;
20222051;MARDI   ;28/06/2022;5;28/08/2022;35;10;47;42;48;11;2;-10-35-42-47-48-;-2-11-;0;0;0;0;5;184886,3;1;6;36009,1;5;32;2102,9;184;816;151,9;374;1674;78,2;402;1737;53;6391;27324;16,8;7879;35380;14,5;18173;81596;11,7;37438;158205;7,3;124324;549223;6,6;292778;1272807;4,6;0;0;1;3401,3;70;26,9;162;11,6;2637;1,7;3338;3,7;15742;3,7;28046;9,8;52726;2,9;558162;2,4;NU 014 6678;;
20222050;VENDREDI;24/06/2022;4;24/08/2022;50;44;17;10;28;12;8;-10-17-28-44-50-;-8-12-;0;0;0;1;2;540484,2;2;9;28071,1;12;55;1430,7;308;1264;114,6;539;2286;67;810;3134;34,3;7144;31353;17,1;13452;55816;10,7;32739;131618;8,4;37178;160498;8,4;178270;749465;5,6;453131;1841469;3,7;0;0;4;1020,6;131;17,3;216;10,5;3073;1,8;5570;2,7;16526;4,3;26269;12,6;74701;2,5;607971;2,7;PH 612 8966;;
20222049;MARDI   ;21/06/2022;3;21/08/2022;23;36;39;6;47;10;8;-6-23-36-39-47-;-8-10-;0;0;0;0;3;283193,5;2;8;24820,1;9;38;1627,5;207;919;123,9;361;1721;69,9;473;2078;40,7;5678;24873;17;7964;37137;12,7;19173;86514;10,1;31922;135871;7,8;120550;538912;6,2;286708;1270534;4,2;0;0;1;3106,8;75;23;162;10,6;2388;1,8;3377;3,4;13530;4;23734;10,6;50108;2,8;501302;2,5;SZ 459 8109;;
20222048;VENDREDI;17/06/2022;Super Jackpot et tirages suivants;17/08/2022;21;22;38;19;31;7;11;-19-21-22-31-38-;-7-11-;0;0;0;0;1;1165998;4;17;16030,1;12;64;1326,2;333;1257;124,3;752;3032;54,5;621;2568;45,2;10492;42883;13,5;14964;59242;10,9;32503;128636;9,3;54301;222710;6,5;222215;872854;5,2;476312;1904166;3,8;0;0;2;2295,4;136;18,7;338;7,5;4426;1,4;6035;2,8;23009;3,4;36626;10,1;91677;2,2;756169;2,4;UU 153 5701;;
20222047;MARDI   ;14/06/2022;1;14/08/2022;7;40;2;27;34;3;11;-2-7-27-34-40-;-3-11-;0;0;0;1;4;122154,3;3;8;14274,7;4;21;1693,8;96;499;131,3;235;1110;62,4;311;1176;41,3;3401;15940;15,2;4811;23068;11,7;11892;55124;9,1;17408;83711;7,3;72863;346130;5,5;174448;795376;3,9;0;0;1;1768,9;35;28;105;9,3;1560;1,5;2194;3;8050;3,8;13071;10,9;32717;2,4;279449;2,5;RC 341 4915;;
20222046;VENDREDI;10/06/2022;5;10/08/2022;37;26;40;17;36;9;12;-17-26-36-37-40-;-9-12-;0;1;64382899;1;1;728597,5;1;4;42571,3;7;29;1828,9;121;646;151,2;221;1253;82,4;322;1776;40,8;3404;18083;20;5671;29222;13,8;13928;71030;10,6;18997;99015;9,2;86499;437591;6,5;224221;1088946;4,2;0;0;3;845,7;45;31,3;119;11,8;1601;2,2;2560;3,6;8941;4,9;15809;13;38633;3;402432;2,5;PM 456 8559;;
20222045;MARDI   ;07/06/2022;4;07/08/2022;17;6;31;25;16;2;6;-6-16-17-25-31-;-2-6-;0;0;0;0;5;106815,1;2;12;10401,8;12;47;827,2;208;878;81,5;467;2118;35,7;343;1575;33,7;5716;25851;10,2;7051;32464;9,1;13754;64639;8,5;27836;124247;5,3;93527;431683;4,8;185313;884753;3,8;0;0;4;454,7;90;11,2;192;5,2;2360;1;2908;2,3;11551;2,7;17013;8,6;39534;2,1;297390;2,4;AR 511 7829;;
20222044;VENDREDI;03/06/2022;3;03/08/2022;29;12;48;28;34;9;11;-12-28-29-34-48-;-9-11-;0;0;0;0;2;347955,6;1;3;54215,3;4;23;2202,6;107;563;165,7;263;1322;74,6;330;1452;47,7;4055;19667;17,6;6372;30360;12,7;15989;71744;10;21267;106808;8,1;98825;459619;5,9;246993;1086312;4;0;0;1;2476,7;40;34,3;128;10,7;1855;1,8;2853;3,2;9814;4,4;15841;12,6;43328;2,6;381813;2,6;IN 604 0060;;
20222043;MARDI   ;31/05/2022;2;31/07/2022;42;13;10;49;3;3;9;-3-10-13-42-49-;-3-9-;0;0;0;2;4;128700,6;0;2;60158,9;19;52;720,6;147;690;100;437;2030;35,9;250;1179;43,4;6455;29855;8,5;6838;30324;9,4;12619;56635;9,4;28566;132089;4,8;92546;425458;4,7;179549;820737;3,9;1;991,3;6;132,1;69;14,3;181;5,4;2772;0,8;2982;2,2;12326;2,5;17255;8,3;40132;2;286017;2,5;TO 602 3361;;
20222042;VENDREDI;27/05/2022;1;27/07/2022;15;34;28;48;23;3;5;-15-23-28-34-48-;-3-5-;0;0;0;1;4;160252,9;3;9;16646,1;7;41;1138,1;141;737;116,6;375;1955;46,4;293;1421;44,9;5924;29864;10,6;6581;33243;10,7;12845;63461;10,4;32792;159182;5;99879;490862;5,1;196838;945421;4,3;0;0;3;732,2;55;22,1;153;7,9;2288;1,3;2683;3;13217;2,9;22520;7,9;41970;2,3;384144;2,3;GV 654 9838;;
20222041;MARDI   ;24/05/2022;4;24/07/2022;27;13;10;36;37;10;2;-10-13-27-36-37-;-2-10-;1;1;50656220;1;1;537399,7;0;3;41866,3;6;34;1150,6;108;541;133,2;282;1277;59,6;278;1316;40,6;4322;18138;14,7;5697;25446;11,7;13455;60944;9,1;22007;93118;7,2;86746;375666;5,6;201973;898612;3,8;1;1084,8;4;216,9;48;22,6;120;9;1929;1,4;2461;2,9;9767;3,4;14642;10,8;37545;2,3;300472;2,6;TG 800 0822;;
20222040;VENDREDI;20/05/2022;3;20/07/2022;32;23;8;22;50;3;9;-8-22-23-32-50-;-3-9-;0;0;0;1;3;235008,1;0;6;27462,6;8;51;1006,3;136;749;126,2;418;2042;48,9;294;1549;45,3;6846;32205;10,9;7110;35345;11;15895;76630;9,5;38516;170398;5,1;113750;530839;5,2;247170;1128168;3,9;0;0;2;1284,2;57;25;168;8,4;2819;1,2;3002;3,1;15940;2,8;27057;7,6;48228;2,4;431666;2,4;SN 615 5728;;
20222039;MARDI   ;17/05/2022;2;17/07/2022;49;28;30;5;48;5;11;-5-28-30-48-49-;-5-11-;0;0;0;1;2;257215,2;1;2;60115,4;1;19;1970,9;84;447;154,3;191;1070;68,1;207;924;55,4;3356;16535;15,4;4855;22610;12,6;10660;48320;11;17735;90264;7,1;75113;347142;5,8;171668;756950;4,3;1;1052,2;1;841,7;41;25,6;78;13,4;1522;1,7;2199;3,2;8083;4,1;13097;11,7;33579;2,5;290248;2,6;KE 358 1334;;
20222038;VENDREDI;13/05/2022;1;13/07/2022;11;45;17;48;3;8;4;-3-11-17-45-48-;-4-8-;0;0;0;3;5;160032;2;8;23376,3;15;57;1021,9;217;766;140;657;2190;51,7;541;1846;43,1;9542;32898;12,1;11382;38410;11,5;25955;88536;9,3;50946;173927;5,7;168822;573450;5,5;386060;1298894;3,9;0;0;7;554;95;22,6;283;7,6;3946;1,3;4998;2,8;21686;3,1;34232;9,1;72952;2,4;620010;2,5;FY 242 0121;;
20222037;MARDI   ;10/05/2022;15;10/07/2022;28;3;29;25;27;4;9;-3-25-27-28-29-;-4-9-;0;1;215840341;4;6;211426,5;2;11;26953;23;71;1300,6;419;1534;110,8;948;3546;50,7;908;3287;38,4;14514;56158;11,2;17173;65036;10,8;39227;144748;9;78810;305303;5,2;252573;946218;5,2;572525;2100825;3,8;3;979,2;10;235;181;16,2;391;7,5;5703;1,2;7125;2,7;31021;2,9;46502;9,2;103586;2,3;818102;2,6;OL 151 7591;;
20222036;VENDREDI;06/05/2022;14;06/07/2022;3;24;8;18;40;11;3;-3-8-18-24-40-;-3-11-;0;0;0;1;5;265989,5;2;16;19426,9;14;89;1087,8;394;1691;105,4;867;3394;55,5;1035;3801;34,8;12426;46528;14,2;19296;73930;9,9;44914;165872;8,2;60944;234573;7,1;259432;989228;5,3;595321;2237066;3,7;0;0;4;1352,6;160;18,7;353;8,5;5217;1,4;7995;2,5;25746;3,6;40812;10,7;108150;2,2;839414;2,6;UZ 615 4334;;
20222035;MARDI   ;03/05/2022;13;03/07/2022;26;48;47;8;20;8;3;-8-20-26-47-48-;-3-8-;0;0;0;3;4;238540,9;1;5;44600,7;16;47;1477,8;232;892;143,4;610;2459;55;428;1852;51,3;9465;38194;12,4;11128;43316;12,2;23085;90377;10,9;50611;208019;5,7;169634;664875;5,6;351079;1383542;4,3;2;1034,6;6;275,9;96;21,5;248;8,3;3799;1,3;4585;3;20344;3,2;33146;9,1;69144;2,4;632661;2,3;HZ 505 8065;;
20222034;VENDREDI;29/04/2022;Super Jackpot et tirages suivants;29/06/2022;37;36;10;20;11;7;3;-10-11-20-36-37-;-3-7-;0;0;0;1;1;1222554,5;1;9;31747,9;22;75;1186,6;262;1100;149;1059;4020;43,1;525;2513;48,4;18124;68076;8,9;14725;57714;11,7;29169;119581;10,5;99566;374753;4;233357;900439;5,3;456474;1835388;4,2;0;0;7;684,7;127;20,9;429;6,2;7082;0,9;6102;2,9;38268;2,1;58884;6,6;95776;2,2;829597;2,3;NO 190 7720;;
20222033;MARDI   ;26/04/2022;11;26/06/2022;25;4;28;34;45;11;8;-4-25-28-34-45-;-8-11-;0;0;0;0;3;280770,6;2;5;39372,4;5;36;1703,2;170;797;141,7;395;1693;70,5;442;1753;47,8;5843;25263;16,6;8746;36848;12,6;20379;84377;10,3;31760;136157;7,7;133408;560118;5,9;320243;1301549;4,1;0;0;2;1597,9;76;23,3;194;9,1;2480;1,7;3601;3,3;13307;4,2;22023;11,7;55470;2,6;500133;2,5;RB 806 6218;;
20222032;VENDREDI;22/04/2022;10;22/06/2022;11;6;35;36;21;9;1;-6-11-21-35-36-;-1-9-;0;0;0;1;5;195342;0;9;25363,6;16;56;1269,6;194;992;132;570;2289;60,4;464;2257;43,1;8388;34473;14,1;10462;45706;11,8;24068;105901;9,5;45119;184360;6,6;158116;674804;5,7;366273;1559220;3,9;0;0;8;444,6;89;22,2;231;8,5;3317;1,4;4339;3;17267;3,6;28613;10;64513;2,5;557133;2,5;BP 152 3003;;
